Subject,Course_Number,Course_Code,Title,Credits,Description,Requisites,Equivalent_To,Additional_Information,Repeatable,Other_Notes,Description_HTML
RUSS,198,RUSS 198,Workshop: [Topic],1-2 Credits,"An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.<br/><b>Repeatable 99 times</b><br/>
</p>"
RUSS,199,RUSS 199,Special Studies: [Topic],1-5 Credits,Russian Film is a current topic.,,,,Repeatable 99 times when topic changes,,"<p class=""courseblockdesc"">
Russian Film is a current topic.<br/><b>Repeatable 99 times when topic changes</b><br/>
</p>"
RUSS,201,RUSS 201,Second-Year Russian I,5 Credits,"Intermediate Russian grammar, reading, conversation, and composition. Study of representative literary works.",Prereq: RUSS 103.,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Intermediate Russian grammar, reading, conversation, and composition. Study of representative literary works.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=RUSS%20103"" onclick=""return showCourse(this, 'RUSS 103');"" title=""RUSS 103"">RUSS 103</a>.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
RUSS,202,RUSS 202,Second-Year Russian II,5 Credits,"Intermediate Russian grammar, reading, conversation, and composition. Study of representative literary works.",Prereq: RUSS 201.,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Intermediate Russian grammar, reading, conversation, and composition. Study of representative literary works.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=RUSS%20201"" onclick=""return showCourse(this, 'RUSS 201');"" title=""RUSS 201"">RUSS 201</a>.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
RUSS,203,RUSS 203,Second-Year Russian III,5 Credits,"Intermediate Russian grammar, reading, conversation, and composition. Study of representative literary works.",Prereq: RUSS 202 or equivalent.,,Arts & Letters Area BA Language Satisfying Course Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Intermediate Russian grammar, reading, conversation, and composition. Study of representative literary works.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=RUSS%20202"" onclick=""return showCourse(this, 'RUSS 202');"" title=""RUSS 202"">RUSS 202</a> or equivalent.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> BA Language Satisfying Course<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
RUSS,204,RUSS 204,Introduction to Russian Literature,4 Credits,"Survey of Russian literature from its origins to the present; emphasis on Pushkin, Gogol, Turgenev, Dostoevsky, Tolstoy, Chekhov, and contemporary works. Readings, lectures, and discussions in English.",,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Survey of Russian literature from its origins to the present; emphasis on Pushkin, Gogol, Turgenev, Dostoevsky, Tolstoy, Chekhov, and contemporary works. Readings, lectures, and discussions in English.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
RUSS,205,RUSS 205,Introduction to Russian Literature,4 Credits,"Survey of Russian literature from its origins to the present; emphasis on Pushkin, Gogol, Turgenev, Dostoevsky, Tolstoy, Chekhov, and contemporary works. Readings, lectures, and discussions in English.",,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Survey of Russian literature from its origins to the present; emphasis on Pushkin, Gogol, Turgenev, Dostoevsky, Tolstoy, Chekhov, and contemporary works. Readings, lectures, and discussions in English.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
RUSS,206,RUSS 206,Introduction to Russian Literature,4 Credits,"Survey of Russian literature from its origins to the present; emphasis on Pushkin, Gogol, Turgenev, Dostoevsky, Tolstoy, Chekhov, and contemporary works. Readings, lectures, and discussions in English.",,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Survey of Russian literature from its origins to the present; emphasis on Pushkin, Gogol, Turgenev, Dostoevsky, Tolstoy, Chekhov, and contemporary works. Readings, lectures, and discussions in English.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
RUSS,240,RUSS 240,Russian Culture,4 Credits,"Comparative aesthetics and development of art, film, architecture, music, and literature in the context of Russian intellectual history. Readings, lectures, and discussions in English.",,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Comparative aesthetics and development of art, film, architecture, music, and literature in the context of Russian intellectual history. Readings, lectures, and discussions in English.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
RUSS,309,RUSS 309,Russian through Theater,2-4 Credits,"Combined elements of Russian language, literature, and culture learned through participation in a theater production. Credits vary with degree of involvement.",,,,Repeatable 3 times for a maximum of 16 credits,,"<p class=""courseblockdesc"">
Combined elements of Russian language, literature, and culture learned through participation in a theater production. Credits vary with degree of involvement.<br/><b>Repeatable 3 times for a maximum of 16 credits</b><br/>
</p>"
RUSS,316,RUSS 316,Third-Year Russian I,5 Credits,"Intermediate-to-advanced Russian. Further development of basic skills, with special attention to reading comprehension, conversational competence, grammatical accuracy, and cultural sophistication.",Prereq: RUSS 203.,,Arts & Letters Area BA Language Satisfying Course,,,"<p class=""courseblockdesc"">
Intermediate-to-advanced Russian. Further development of basic skills, with special attention to reading comprehension, conversational competence, grammatical accuracy, and cultural sophistication.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=RUSS%20203"" onclick=""return showCourse(this, 'RUSS 203');"" title=""RUSS 203"">RUSS 203</a>.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> BA Language Satisfying Course<br/>
</p>"
RUSS,317,RUSS 317,Third-Year Russian II,5 Credits,"Intermediate-to-advanced Russian. Further development of basic skills, with special attention to reading comprehension, conversational competence, grammatical accuracy, and cultural sophistication.",Prereq: RUSS 316.,,Arts & Letters Area BA Language Satisfying Course Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Intermediate-to-advanced Russian. Further development of basic skills, with special attention to reading comprehension, conversational competence, grammatical accuracy, and cultural sophistication.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=RUSS%20316"" onclick=""return showCourse(this, 'RUSS 316');"" title=""RUSS 316"">RUSS 316</a>.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> BA Language Satisfying Course<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
RUSS,318,RUSS 318,Third-Year Russian III,5 Credits,"Intermediate-to-advanced Russian. Further development of basic skills, with special attention to reading comprehension, conversational competence, grammatical accuracy, and cultural sophistication.",Prereq: RUSS 317.,,Arts & Letters Area BA Language Satisfying Course,,,"<p class=""courseblockdesc"">
Intermediate-to-advanced Russian. Further development of basic skills, with special attention to reading comprehension, conversational competence, grammatical accuracy, and cultural sophistication.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=RUSS%20317"" onclick=""return showCourse(this, 'RUSS 317');"" title=""RUSS 317"">RUSS 317</a>.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> BA Language Satisfying Course<br/>
</p>"
RUSS,334,RUSS 334,Dostoevsky,4 Credits,"Introduction to the novels and short stories of Dostoevsky. His literary, ethical, and political development. Readings and instruction in English.",,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Introduction to the novels and short stories of Dostoevsky. His literary, ethical, and political development. Readings and instruction in English.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
RUSS,351,RUSS 351,Russian Literature and Film,4 Credits,Introduction to great works of 19th-century Russian literature and analysis of the cinematic adaptation of these works by Western filmmakers.,,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
Introduction to great works of 19th-century Russian literature and analysis of the cinematic adaptation of these works by Western filmmakers.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
RUSS,360,RUSS 360,Race in Russia and America,4 Credits,"While the racial conversation dominates American culture, few consider the history and significance of race beyond the U.S. This course examines race from a fresh, much less examined, perspective – that of Russia, Soviet Union, and post-Soviet world, in comparison to the US.",,,Arts & Letters Area Cultural Literacy: Global Perspectives,,,"<p class=""courseblockdesc"">
While the racial conversation dominates American culture, few consider the history and significance of race beyond the U.S. This course examines race from a fresh, much less examined, perspective – that of Russia, Soviet Union, and post-Soviet world, in comparison to the US.<br/><b>Additional Information:</b><br/> Arts &amp; Letters Area<br/> Cultural Literacy: Global Perspectives<br/>
</p>"
